ar_coeff_scale,steps,A1_ar2_coeffs_easy,A2_ar2_coeffs_hard,B1_ar2_variance,B2_ar2_variance_big,S1_sparse_switching,S2_frequent_switching,NS0_A1_no_switch_regime0,NS1_A1_no_switch_regime1,SW1_A1_single_switch,mean_all,mean_ar,mean_arima,mean_seasonal,mean_exog,mean_gap_vs_msar
0.1,10000,0.7945064406588536,0.7851057386171995,0.875900352917531,0.8343951357601801,0.8615668064394182,0.7695505957606823,0.9010816353755967,0.6226705916900294,0.7144069514803603,0.7954649165222056,0.8201708450256442,,,,0.11396723156727129
0.2,10000,0.8024240359714082,0.7927714402946626,0.8814594612844658,0.8460390439789282,0.8630247678113049,0.7774183041614808,0.9054497704707076,0.6320294113198982,0.7162295287964797,0.8018717515654817,0.8271895089170417,,,,0.1203740666105474
0.3,10000,0.7883853092083687,0.780308282096521,0.8703228470128819,0.8226520386313599,0.8536284386062327,0.7617796012765732,0.8924037378197732,0.6160989347162839,0.7046328491624457,0.7878013376144933,0.8128460861386562,,,,0.10630365265955898
0.4,10000,0.7879088237694724,0.7848189250587593,0.8708308401398329,0.8284819932953172,0.8603610543670586,0.7604812238077298,0.9012379905629136,0.6207872576356412,0.6991883837273765,0.7904551658182335,0.8154804767396951,,,,0.10895748086329911
0.5,10000,0.8078220433669078,0.7975380351401781,0.8807797651607459,0.8463629963475262,0.868222595782825,0.7742416799760544,0.8987975844996136,0.6417713615166272,0.7268938085687907,0.8047144300399187,0.8291611859623728,,,,0.12321674508498437
0.6,10000,0.7899802215145035,0.7969100380785834,0.8760348318298564,0.8347462077481472,0.8656144485019404,0.7633216951699424,0.903544348682415,0.6236758583800112,0.7154390729876058,0.7965851914325561,0.8211012404738289,,,,0.11508750647762175
0.8,10000,0.7885763632736983,0.7785748481734657,0.8797481302287306,0.8464039387562673,0.8518711389061343,0.7648303311984174,0.898999498445349,0.6139197985357453,0.7052490310935994,0.7920192309568229,0.8183341250894522,,,,0.11052154600188863
1.0,10000,0.7878890295537194,0.7815128880166397,0.8725378283183621,0.8344336257984827,0.8522608700585641,0.7652041355419987,0.9061646609376982,0.6185006545889661,0.7102488419049512,0.7920836149688202,0.8156397295479612,,,,0.11058593001388586
1.2,10000,0.7727323233803326,0.7873916814651466,0.850491826889213,0.8349582201469777,0.8441426937971688,0.7609936104068273,0.9152188536022848,0.6087335332414834,0.6894185861007185,0.7848979254477947,0.8084517260142777,,,,0.10340024049286037
